0 0.323316 0.0981387 1.1826 0.15835 0.000451849
1 0.323721 0.120971 1.32576 0.144115 0.000280152
2 0.323827 0.137078 1.42174 0.136838 0.000208158
3 0.324658 0.15185 1.48686 0.127695 0.000161989
4 0.324429 0.167933 1.54778 0.121666 0.000129697
5 0.324299 0.185398 1.59744 0.116815 0.000105715
6 0.324586 0.209337 1.67067 0.111849 8.02274e-05
7 0.32427 0.251878 1.77879 0.120638 5.86422e-05
8 0.323053 0.0754367 1.11806 0.324665 0.000818735
9 0.323879 0.0906643 1.20735 0.311597 0.000612708
10 0.323687 0.102482 1.30835 0.305978 0.000473616
11 0.324452 0.114958 1.40859 0.299841 0.000368385
12 0.324065 0.128719 1.50323 0.296327 0.00029298
13 0.324541 0.14605 1.55119 0.295296 0.000245135
14 0.324739 0.173752 1.58818 0.293502 0.000197348
15 0.324732 0.2279 1.70951 0.295013 0.000122901
16 0.32359 0.0672625 1.09415 0.500788 0.000629097
17 0.324566 0.0801027 1.18111 0.492421 0.00048937
18 0.324381 0.0908127 1.26485 0.490749 0.000392336
19 0.324331 0.102875 1.35798 0.489622 0.000310873
20 0.324447 0.117169 1.4615 0.489622 0.000241354
21 0.324379 0.135737 1.52888 0.489531 0.000194181
22 0.324575 0.165161 1.57158 0.488467 0.000152277
23 0.324385 0.222872 1.71368 0.487706 8.97887e-05
24 0.326046 0.0636883 1.07488 0.675517 0.000196228
25 0.3261 0.0745826 1.16812 0.671532 0.000158077
26 0.326746 0.0844898 1.24276 0.668796 0.000132547
27 0.327148 0.0948762 1.33662 0.666025 0.00011029
28 0.326629 0.106733 1.45228 0.665833 8.75321e-05
29 0.326809 0.12156 1.58023 0.664686 6.84066e-05
30 0.327679 0.143747 1.67355 0.659631 5.45034e-05
31 0.330235 0.189487 1.77808 0.644989 3.97761e-05
32 0.332189 0.0646603 1.09511 0.84587 -9.83111e-05
33 0.333434 0.0808895 1.29209 0.842432 -4.89287e-05
34 0.333421 0.104362 1.58048 0.841303 -2.07433e-05
35 0.335469 0.134961 1.85099 0.83342 -8.18845e-06
36 0.372792 0.104025 1.20558 0.155955 0.000291217
37 0.374518 0.126201 1.34096 0.141428 0.00018201
38 0.374202 0.14228 1.42061 0.133021 0.000138234
39 0.374192 0.156485 1.49144 0.126673 0.000109348
40 0.374128 0.171418 1.5429 0.121079 8.94743e-05
41 0.374151 0.188778 1.61205 0.11688 7.11889e-05
42 0.374845 0.211196 1.66989 0.115003 5.68525e-05
43 0.374008 0.251552 1.79021 0.122089 4.10427e-05
44 0.373199 0.0790726 1.12404 0.324194 0.000566332
45 0.373663 0.0951563 1.22805 0.311967 0.000411935
46 0.374092 0.107965 1.32933 0.306797 0.000315459
47 0.374478 0.120782 1.42696 0.301546 0.000246937
48 0.374365 0.13464 1.50104 0.296522 0.000202173
49 0.374083 0.152704 1.56028 0.29393 0.000166655
50 0.374687 0.181149 1.59802 0.292598 0.00013345
51 0.374476 0.235231 1.72931 0.293414 8.24483e-05
52 0.373245 0.0693349 1.10316 0.502571 0.000459487
53 0.374138 0.0831614 1.18246 0.493145 0.000360742
54 0.374383 0.0937708 1.27237 0.492998 0.000284797
55 0.374275 0.105715 1.37323 0.490632 0.0002245
56 0.374566 0.120137 1.48011 0.49124 0.000173105
